student_id,plan_key,major,degree_type,admission_year,needs_rem_arabic,needs_rem_english,needs_rem_math,status,semesters_taken,final_cum_gpa,total_passed_hrs
202200055,AI_Technical,AI,Technical,2022,True,False,False,Active,8,2.92,87
202100056,Cyber_Bachelor,Cyber,Bachelor,2021,False,True,False,Active,10,2.99,114
202400057,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,3,2.91,42
201900058,Cyber_Technical,Cyber,Technical,2019,False,True,False,Graduated,10,2.89,105
202500059,Cyber_Technical,Cyber,Technical,2025,False,False,False,Active,1,3.05,11
202200060,AI_Technical,AI,Technical,2022,False,False,False,Active,9,2.95,105
202200061,CS_Technical,CS,Technical,2022,True,False,False,Active,9,3.0,90
202300062,CS_Bachelor,CS,Bachelor,2023,True,False,False,Active,6,2.92,73
202200063,CS_Technical,CS,Technical,2022,False,False,False,Active,7,3.1,99
202200064,Cyber_Bachelor,Cyber,Bachelor,2022,True,False,False,Active,9,2.9,93
202100065,CS_Bachelor,CS,Bachelor,2021,False,False,False,Active,10,3.04,132
202100066,AI_Bachelor,AI,Bachelor,2021,False,False,False,Active,12,2.91,122
202000067,Cyber_Bachelor,Cyber,Bachelor,2020,False,False,True,Graduated,13,3.0,135
202200068,Cyber_Technical,Cyber,Technical,2022,False,False,False,Active,9,3.0,99
202300069,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,7,2.83,77
202400070,Cyber_Bachelor,Cyber,Bachelor,2024,False,False,False,Active,4,2.98,51
202200071,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,9,2.97,100
202000072,Cyber_Technical,Cyber,Technical,2020,True,True,False,Graduated,14,3.14,105
202000073,CS_Bachelor,CS,Bachelor,2020,False,False,False,Graduated,11,2.81,135
202300074,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,6,2.81,78
202300075,CS_Technical,CS,Technical,2023,True,False,False,Active,5,3.11,68
202000076,CS_Bachelor,CS,Bachelor,2020,False,True,False,Graduated,12,2.88,135
202400077,CS_Technical,CS,Technical,2024,False,False,False,Active,3,2.64,27
202300078,AI_Technical,AI,Technical,2023,True,False,True,Active,5,3.19,64
202200079,CS_Technical,CS,Technical,2022,False,False,False,Graduated,8,2.67,105
202000080,CS_Technical,CS,Technical,2020,False,False,False,Graduated,9,3.13,105
202400081,CS_Technical,CS,Technical,2024,False,True,False,Active,4,3.05,43
202200082,AI_Technical,AI,Technical,2022,False,False,False,Active,8,2.93,82
202400083,CS_Bachelor,CS,Bachelor,2024,False,False,True,Active,4,3.25,47
202100084,CS_Bachelor,CS,Bachelor,2021,False,False,False,Active,12,2.98,126
202200085,Cyber_Technical,Cyber,Technical,2022,False,True,False,Active,10,2.8,99
202300086,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,6,3.06,82
202400087,CS_Technical,CS,Technical,2024,False,False,False,Active,3,2.89,46
202300088,Cyber_Bachelor,Cyber,Bachelor,2023,False,True,False,Active,5,2.99,68
202000089,Cyber_Technical,Cyber,Technical,2020,False,False,False,Graduated,11,3.03,105
202200090,CS_Technical,CS,Technical,2022,False,False,False,Active,8,3.04,102
202300091,AI_Bachelor,AI,Bachelor,2023,False,False,False,Active,7,3.07,80
202300092,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,False,Active,6,2.73,64
202500093,CS_Technical,CS,Technical,2025,False,False,False,Active,1,2.8,15
202300094,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,6,2.82,69
202500095,Cyber_Technical,Cyber,Technical,2025,False,False,True,Active,1,2.77,13
202300096,CS_Technical,CS,Technical,2023,False,False,False,Active,6,2.82,71
202300097,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,7,3.07,84
202400098,CS_Bachelor,CS,Bachelor,2024,False,True,False,Active,4,3.05,48
202400099,AI_Technical,AI,Technical,2024,False,False,False,Active,4,3.07,55
202200100,CS_Bachelor,CS,Bachelor,2022,False,True,False,Active,9,2.72,94
202200101,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,7,2.88,81
202200102,CS_Technical,CS,Technical,2022,False,False,True,Active,7,2.92,90
202300103,AI_Bachelor,AI,Bachelor,2023,False,False,True,Active,5,3.02,70
202300104,AI_Technical,AI,Technical,2023,False,False,False,Active,7,2.96,74
202200105,CS_Bachelor,CS,Bachelor,2022,False,True,False,Active,8,2.95,88
202200106,AI_Bachelor,AI,Bachelor,2022,False,False,False,Active,8,3.15,102
202100107,AI_Technical,AI,Technical,2021,True,False,False,Graduated,10,2.93,108
202200108,AI_Technical,AI,Technical,2022,False,False,False,Active,9,2.98,102
202500109,AI_Bachelor,AI,Bachelor,2025,False,False,False,Active,1,2.93,18
202400110,AI_Bachelor,AI,Bachelor,2024,False,True,True,Active,3,3.02,44
202000111,CS_Technical,CS,Technical,2020,False,False,True,Graduated,9,3.14,105
202200112,AI_Bachelor,AI,Bachelor,2022,False,True,False,Active,8,2.98,87
201900113,CS_Bachelor,CS,Bachelor,2019,False,False,False,Graduated,12,3.03,135
202100114,AI_Bachelor,AI,Bachelor,2021,False,False,False,Active,11,2.79,132
202400115,Cyber_Technical,Cyber,Technical,2024,True,False,False,Active,4,2.9,50
202100116,AI_Bachelor,AI,Bachelor,2021,False,False,False,Active,12,3.01,132
201900117,AI_Bachelor,AI,Bachelor,2019,True,True,False,Graduated,14,2.94,138
202400118,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,4,3.01,50
202000119,Cyber_Technical,Cyber,Technical,2020,True,False,False,Graduated,10,2.95,105
201900120,AI_Technical,AI,Technical,2019,False,False,False,Graduated,10,2.99,108
202300121,CS_Technical,CS,Technical,2023,False,False,False,Active,5,2.9,61
202200122,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,8,2.74,104
202200123,AI_Bachelor,AI,Bachelor,2022,False,True,False,Active,10,2.82,93
201900124,Cyber_Technical,Cyber,Technical,2019,False,True,False,Graduated,11,2.9,105
202300125,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,7,2.87,62
201900126,AI_Bachelor,AI,Bachelor,2019,False,True,False,Graduated,13,2.94,138
201900127,CS_Bachelor,CS,Bachelor,2019,False,False,False,Graduated,12,2.86,135
202200128,CS_Technical,CS,Technical,2022,False,True,False,Graduated,9,3.05,105
202200129,AI_Technical,AI,Technical,2022,False,False,False,Active,10,2.67,95
202200130,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,8,2.9,98
202200131,AI_Technical,AI,Technical,2022,False,False,False,Active,7,3.1,85
202500132,AI_Technical,AI,Technical,2025,False,False,False,Active,1,2.83,15
202000133,CS_Technical,CS,Technical,2020,False,False,False,Graduated,8,3.05,105
202300134,Cyber_Bachelor,Cyber,Bachelor,2023,True,False,False,Active,7,3.15,75
202000135,CS_Bachelor,CS,Bachelor,2020,False,False,True,Graduated,12,2.89,135
201900136,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,11,2.92,138
202300137,AI_Bachelor,AI,Bachelor,2023,False,False,True,Active,5,2.76,69
202500138,AI_Bachelor,AI,Bachelor,2025,False,True,True,Active,1,2.51,14
202300139,CS_Bachelor,CS,Bachelor,2023,True,False,False,Active,5,3.0,73
202000140,Cyber_Bachelor,Cyber,Bachelor,2020,False,False,False,Graduated,13,3.01,135
202100141,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,True,Active,12,2.89,123
202300142,CS_Technical,CS,Technical,2023,False,False,False,Active,6,3.13,69
202100143,Cyber_Bachelor,Cyber,Bachelor,2021,True,False,False,Active,12,2.92,129
202100144,AI_Bachelor,AI,Bachelor,2021,False,False,False,Graduated,11,2.97,138
201900145,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,13,2.97,138
202400146,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,4,3.08,44
202200147,CS_Bachelor,CS,Bachelor,2022,False,False,False,Active,8,2.93,94
202300148,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,5,3.21,54
202400149,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,4,2.9,48
202000150,Cyber_Bachelor,Cyber,Bachelor,2020,True,False,True,Active,11,2.98,123
202100151,AI_Bachelor,AI,Bachelor,2021,False,False,True,Active,11,3.11,130
202200152,AI_Bachelor,AI,Bachelor,2022,True,False,False,Active,10,2.99,116
202200153,CS_Bachelor,CS,Bachelor,2022,False,False,False,Active,8,3.01,99
202400154,Cyber_Bachelor,Cyber,Bachelor,2024,False,False,False,Active,4,3.14,51
202300155,CS_Technical,CS,Technical,2023,False,False,False,Active,6,2.9,66
201900156,Cyber_Bachelor,Cyber,Bachelor,2019,False,False,False,Graduated,12,2.96,135
201900157,Cyber_Technical,Cyber,Technical,2019,False,False,True,Graduated,11,3.02,105
202100158,AI_Bachelor,AI,Bachelor,2021,True,False,False,Active,12,2.9,121
202300159,AI_Bachelor,AI,Bachelor,2023,False,True,False,Active,7,3.06,72
202100160,Cyber_Technical,Cyber,Technical,2021,False,True,False,Graduated,11,2.97,105
202400161,Cyber_Technical,Cyber,Technical,2024,False,False,True,Active,4,2.83,43
202400162,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,3,3.02,41
202400163,AI_Technical,AI,Technical,2024,False,False,False,Active,3,3.1,40
202400164,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,4,3.1,48
202000165,AI_Bachelor,AI,Bachelor,2020,False,False,False,Graduated,13,2.85,138
202000166,AI_Bachelor,AI,Bachelor,2020,False,False,False,Graduated,11,3.02,138
201900167,Cyber_Bachelor,Cyber,Bachelor,2019,False,False,False,Graduated,12,2.95,135
202300168,AI_Bachelor,AI,Bachelor,2023,False,False,False,Active,7,3.03,72
202000169,AI_Technical,AI,Technical,2020,False,True,False,Graduated,10,3.1,108
202000170,Cyber_Technical,Cyber,Technical,2020,False,True,False,Graduated,11,3.07,105
202500171,Cyber_Bachelor,Cyber,Bachelor,2025,False,False,False,Active,1,2.75,13
202300172,Cyber_Bachelor,Cyber,Bachelor,2023,True,True,False,Active,6,3.23,82
201900173,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,14,3.03,138
202300174,CS_Technical,CS,Technical,2023,False,False,False,Active,6,3.27,72
202200175,CS_Technical,CS,Technical,2022,True,False,False,Active,8,3.07,99
202300176,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,6,2.89,78
202400177,Cyber_Technical,Cyber,Technical,2024,False,False,False,Active,3,2.97,42
202300178,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,7,3.25,75
202400179,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,3,2.98,47
202200180,CS_Bachelor,CS,Bachelor,2022,False,True,False,Active,9,2.83,99
202200181,AI_Technical,AI,Technical,2022,False,True,False,Active,9,2.96,102
201900182,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,13,3.09,138
202300183,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,7,2.74,73
202300184,AI_Technical,AI,Technical,2023,False,True,False,Active,6,2.91,82
202100185,AI_Technical,AI,Technical,2021,False,True,True,Graduated,12,3.11,108
202500186,CS_Technical,CS,Technical,2025,False,True,False,Active,1,2.74,13
202300187,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,False,Active,6,3.14,63
202100188,CS_Technical,CS,Technical,2021,False,True,False,Graduated,10,3.1,105
202200189,CS_Technical,CS,Technical,2022,False,False,False,Active,7,3.09,83
202200190,Cyber_Technical,Cyber,Technical,2022,False,False,False,Active,9,3.06,102
202500191,Cyber_Bachelor,Cyber,Bachelor,2025,False,True,False,Active,1,2.6,13
202000192,Cyber_Bachelor,Cyber,Bachelor,2020,False,True,False,Graduated,11,2.92,135
202200193,Cyber_Bachelor,Cyber,Bachelor,2022,False,True,False,Active,9,3.05,115
202500194,AI_Technical,AI,Technical,2025,False,False,False,Active,1,2.45,14
202200195,AI_Technical,AI,Technical,2022,True,False,False,Active,10,3.14,99
202400196,Cyber_Bachelor,Cyber,Bachelor,2024,False,True,False,Active,3,3.2,39
202400197,CS_Bachelor,CS,Bachelor,2024,True,False,True,Active,4,2.75,51
202100198,CS_Technical,CS,Technical,2021,True,True,False,Graduated,10,2.92,105
202500199,AI_Technical,AI,Technical,2025,False,False,False,Active,1,2.72,15
202300200,CS_Technical,CS,Technical,2023,False,False,False,Active,6,3.11,75
202300201,Cyber_Technical,Cyber,Technical,2023,False,False,False,Active,7,2.97,69
202400202,CS_Bachelor,CS,Bachelor,2024,False,False,True,Active,4,3.07,48
202300203,AI_Bachelor,AI,Bachelor,2023,False,True,False,Active,7,3.07,78
202100204,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,False,Active,11,3.08,114
202300205,CS_Technical,CS,Technical,2023,False,False,False,Active,6,3.07,75
202100206,AI_Bachelor,AI,Bachelor,2021,False,False,False,Active,12,3.02,135
202400207,Cyber_Bachelor,Cyber,Bachelor,2024,True,False,False,Active,4,3.03,48
202100208,Cyber_Technical,Cyber,Technical,2021,False,False,False,Active,11,3.14,102
202400209,AI_Bachelor,AI,Bachelor,2024,False,False,False,Active,4,3.09,44
202200210,AI_Bachelor,AI,Bachelor,2022,False,False,False,Active,7,2.91,93
202200211,Cyber_Technical,Cyber,Technical,2022,True,True,False,Active,9,2.88,96
202100212,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,True,Active,11,2.96,123
202200213,Cyber_Technical,Cyber,Technical,2022,True,True,False,Active,9,2.89,102
202400214,Cyber_Technical,Cyber,Technical,2024,False,False,False,Active,3,2.89,34
202300215,Cyber_Technical,Cyber,Technical,2023,False,True,False,Active,6,2.85,61
202100216,CS_Bachelor,CS,Bachelor,2021,True,False,False,Active,10,2.89,132
202500217,CS_Technical,CS,Technical,2025,False,True,True,Active,1,2.86,14
202300218,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,6,2.87,68
202200219,CS_Bachelor,CS,Bachelor,2022,True,False,False,Active,8,2.88,105
202200220,CS_Bachelor,CS,Bachelor,2022,False,False,False,Active,10,2.99,110
202400221,Cyber_Bachelor,Cyber,Bachelor,2024,False,True,False,Active,4,3.06,51
202500222,Cyber_Bachelor,Cyber,Bachelor,2025,False,True,True,Active,1,3.04,15
201900223,Cyber_Bachelor,Cyber,Bachelor,2019,False,False,True,Graduated,11,3.06,135
201900224,AI_Technical,AI,Technical,2019,True,False,False,Graduated,9,3.05,108
201900225,AI_Bachelor,AI,Bachelor,2019,True,False,False,Graduated,12,2.84,138
202500226,CS_Technical,CS,Technical,2025,True,True,False,Active,1,3.2,17
202500227,AI_Technical,AI,Technical,2025,False,False,False,Active,1,3.34,17
202200228,CS_Bachelor,CS,Bachelor,2022,False,False,True,Active,10,2.78,105
202500229,Cyber_Bachelor,Cyber,Bachelor,2025,True,False,False,Active,1,3.05,16
202300230,CS_Technical,CS,Technical,2023,False,True,False,Active,6,2.85,81
202300231,CS_Technical,CS,Technical,2023,False,False,False,Active,7,3.2,70
202000232,CS_Bachelor,CS,Bachelor,2020,False,False,True,Graduated,12,2.95,135
202300233,AI_Bachelor,AI,Bachelor,2023,False,False,False,Active,6,2.89,56
202200234,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,9,3.0,90
202100235,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,True,Active,12,3.1,127
202400236,AI_Technical,AI,Technical,2024,False,True,False,Active,3,2.83,39
202100237,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,False,Active,11,3.03,129
202200238,Cyber_Technical,Cyber,Technical,2022,False,True,False,Graduated,9,3.15,105
202300239,AI_Bachelor,AI,Bachelor,2023,True,False,False,Active,7,2.81,77
202000240,Cyber_Bachelor,Cyber,Bachelor,2020,False,False,True,Graduated,11,2.84,135
202100241,CS_Technical,CS,Technical,2021,False,True,False,Graduated,9,3.18,105
202400242,Cyber_Technical,Cyber,Technical,2024,False,False,False,Active,4,3.37,43
202000243,CS_Bachelor,CS,Bachelor,2020,False,True,False,Graduated,11,3.03,135
201900244,Cyber_Bachelor,Cyber,Bachelor,2019,False,True,False,Graduated,12,2.99,135
202500245,AI_Technical,AI,Technical,2025,False,False,False,Active,1,3.0,12
202300246,Cyber_Technical,Cyber,Technical,2023,False,False,True,Active,6,2.68,69
202300247,AI_Technical,AI,Technical,2023,True,False,False,Active,7,3.03,84
202000248,Cyber_Bachelor,Cyber,Bachelor,2020,True,True,False,Active,13,2.98,129
202200249,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,9,2.97,103
202000250,CS_Technical,CS,Technical,2020,False,False,False,Graduated,9,3.09,105
202300251,CS_Bachelor,CS,Bachelor,2023,False,True,True,Active,6,2.9,72
202100252,Cyber_Technical,Cyber,Technical,2021,False,False,True,Graduated,10,2.95,105
201900253,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,13,3.05,138
202200254,CS_Bachelor,CS,Bachelor,2022,False,False,False,Active,7,2.89,78
202100255,Cyber_Technical,Cyber,Technical,2021,False,False,False,Graduated,10,2.91,105
202300256,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,7,2.85,92
202300257,CS_Technical,CS,Technical,2023,True,False,False,Active,7,2.86,70
202000258,AI_Bachelor,AI,Bachelor,2020,False,False,False,Graduated,13,2.93,138
202400259,AI_Bachelor,AI,Bachelor,2024,False,True,False,Active,3,2.96,37
202500260,AI_Technical,AI,Technical,2025,False,False,False,Active,1,3.27,11
202500261,AI_Technical,AI,Technical,2025,True,False,False,Active,1,3.1,16
202300262,Cyber_Technical,Cyber,Technical,2023,True,False,True,Active,6,2.93,72
202200263,CS_Technical,CS,Technical,2022,False,False,False,Active,9,2.79,102
202000264,AI_Bachelor,AI,Bachelor,2020,False,True,False,Graduated,12,2.89,138
202000265,Cyber_Technical,Cyber,Technical,2020,False,False,False,Graduated,11,3.06,105
202500266,Cyber_Bachelor,Cyber,Bachelor,2025,False,False,False,Active,1,2.73,12
202500267,Cyber_Bachelor,Cyber,Bachelor,2025,False,False,False,Active,1,3.14,13
202200268,CS_Technical,CS,Technical,2022,False,False,False,Graduated,8,3.15,105
202000269,Cyber_Technical,Cyber,Technical,2020,False,False,False,Graduated,11,2.98,105
202200270,Cyber_Technical,Cyber,Technical,2022,False,False,False,Active,10,3.02,102
202300271,AI_Technical,AI,Technical,2023,True,False,False,Active,7,3.1,84
202100272,CS_Bachelor,CS,Bachelor,2021,False,False,False,Graduated,11,2.84,135
202200273,CS_Technical,CS,Technical,2022,False,False,False,Active,7,2.99,90
202300274,AI_Technical,AI,Technical,2023,False,False,False,Active,7,2.96,78
202100275,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,False,Graduated,12,2.96,135
202200276,CS_Bachelor,CS,Bachelor,2022,True,True,True,Active,8,3.03,87
202300277,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,False,Active,5,2.88,69
202100278,CS_Technical,CS,Technical,2021,False,False,False,Graduated,9,3.02,105
202500279,Cyber_Bachelor,Cyber,Bachelor,2025,False,True,False,Active,1,2.69,13
202400280,Cyber_Bachelor,Cyber,Bachelor,2024,False,False,False,Active,3,2.93,48
202200281,AI_Bachelor,AI,Bachelor,2022,False,True,False,Active,9,3.03,106
202000282,CS_Bachelor,CS,Bachelor,2020,False,True,False,Graduated,12,2.95,135
202300283,AI_Bachelor,AI,Bachelor,2023,True,False,False,Active,6,2.98,68
202000284,CS_Bachelor,CS,Bachelor,2020,False,False,False,Graduated,12,3.03,135
202000285,AI_Technical,AI,Technical,2020,False,False,False,Graduated,10,2.88,108
202500286,Cyber_Technical,Cyber,Technical,2025,False,False,False,Active,1,2.69,5
202300287,AI_Technical,AI,Technical,2023,False,False,False,Active,6,2.77,75
202400288,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,3,3.18,39
202200289,Cyber_Technical,Cyber,Technical,2022,False,False,False,Active,10,3.02,99
202100290,CS_Technical,CS,Technical,2021,False,False,False,Graduated,11,2.88,105
202300291,CS_Technical,CS,Technical,2023,False,False,False,Active,6,3.03,81
201900292,AI_Bachelor,AI,Bachelor,2019,False,True,False,Graduated,12,2.89,138
202100293,AI_Technical,AI,Technical,2021,False,False,True,Graduated,9,2.96,108
202000294,AI_Bachelor,AI,Bachelor,2020,False,True,False,Graduated,12,2.94,138
202200295,Cyber_Bachelor,Cyber,Bachelor,2022,False,True,False,Active,9,2.94,103
202200296,Cyber_Bachelor,Cyber,Bachelor,2022,False,False,False,Active,8,3.17,94
202300297,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,False,Active,5,3.18,67
202300298,Cyber_Bachelor,Cyber,Bachelor,2023,False,False,False,Active,7,2.88,81
201900299,Cyber_Bachelor,Cyber,Bachelor,2019,False,False,False,Graduated,12,2.86,135
202400300,CS_Bachelor,CS,Bachelor,2024,True,False,False,Active,4,2.77,43
202100301,Cyber_Technical,Cyber,Technical,2021,True,False,False,Graduated,11,2.92,105
202100302,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,False,Active,12,3.11,123
202500303,AI_Technical,AI,Technical,2025,False,False,True,Active,1,3.31,15
201900304,Cyber_Technical,Cyber,Technical,2019,False,False,False,Graduated,11,2.93,105
202400305,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,3,3.02,45
202100306,AI_Technical,AI,Technical,2021,False,False,False,Graduated,11,3.1,108
202500307,AI_Technical,AI,Technical,2025,False,False,True,Active,1,2.83,15
202000308,AI_Technical,AI,Technical,2020,False,False,True,Graduated,12,2.9,108
202200309,AI_Bachelor,AI,Bachelor,2022,False,True,False,Active,9,2.92,96
202100310,AI_Bachelor,AI,Bachelor,2021,False,False,False,Active,11,3.09,129
202400311,CS_Technical,CS,Technical,2024,False,False,False,Active,4,3.07,47
201900312,AI_Bachelor,AI,Bachelor,2019,False,False,False,Graduated,14,2.81,138
202000313,CS_Bachelor,CS,Bachelor,2020,False,False,False,Graduated,13,2.9,135
202400314,CS_Bachelor,CS,Bachelor,2024,True,True,False,Active,4,2.93,45
202100315,Cyber_Bachelor,Cyber,Bachelor,2021,False,False,False,Active,12,2.83,114
201900316,CS_Bachelor,CS,Bachelor,2019,False,False,False,Graduated,11,2.87,135
202200317,AI_Bachelor,AI,Bachelor,2022,False,False,True,Active,9,2.84,102
202000318,CS_Bachelor,CS,Bachelor,2020,False,True,False,Graduated,13,2.92,135
202200319,Cyber_Technical,Cyber,Technical,2022,True,False,False,Active,9,2.75,90
202300320,CS_Bachelor,CS,Bachelor,2023,False,False,False,Active,7,3.02,76
202200321,CS_Technical,CS,Technical,2022,False,False,False,Active,8,3.25,88
202400322,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,3,2.78,48
202400323,Cyber_Bachelor,Cyber,Bachelor,2024,False,True,False,Active,3,2.93,42
202300324,AI_Bachelor,AI,Bachelor,2023,True,False,True,Active,6,2.99,63
202500325,Cyber_Bachelor,Cyber,Bachelor,2025,False,False,False,Active,1,2.95,16
202400326,CS_Bachelor,CS,Bachelor,2024,False,False,False,Active,4,3.03,42
201900327,CS_Bachelor,CS,Bachelor,2019,False,False,True,Graduated,12,2.96,135
202200328,AI_Bachelor,AI,Bachelor,2022,False,False,False,Active,9,3.11,110
